"FileName","FullPath","Extension","Type","SizeMB","LastModified"
"Bar Assoc Project.zip","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project.zip",".zip","Other","0.79","8/20/2025 6:31:00 PM"
"collaborative_divorce_directory.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\collaborative_divorce_directory.csv",".csv","Spreadsheet","0.20","8/20/2025 6:32:00 PM"
"collaborative_divorce_texas.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\collaborative_divorce_texas.csv",".csv","Spreadsheet","0.00","8/20/2025 6:32:00 PM"
"profiles_data.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\profiles_data.csv",".csv","Spreadsheet","0.01","8/20/2025 6:32:00 PM"
"Project Scraper.zip","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Project Scraper.zip",".zip","Other","1.58","8/20/2025 6:32:00 PM"
"attorney_details_error_page_source.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\attorney_details_error_page_source.html",".html","Other","0.05","8/20/2025 6:31:00 PM"
"captcha_error_page_source.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\captcha_error_page_source.html",".html","Other","0.05","8/20/2025 6:31:00 PM"
"debug_Abbeville_page_source.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\debug_Abbeville_page_source.html",".html","Other","0.00","8/20/2025 6:31:00 PM"
"debug_Alexandria_page_source.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\debug_Alexandria_page_source.html",".html","Other","0.00","8/20/2025 6:31:00 PM"
"debug_Baton Rouge_page_source.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\debug_Baton Rouge_page_source.html",".html","Other","0.00","8/20/2025 6:31:00 PM"
"debug_Lafayette_page_source.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\debug_Lafayette_page_source.html",".html","Other","0.00","8/20/2025 6:31:00 PM"
"debug_Lake Charles_page_source.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\debug_Lake Charles_page_source.html",".html","Other","0.00","8/20/2025 6:31:00 PM"
"debug_New Orleans_page_source.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\debug_New Orleans_page_source.html",".html","Other","0.00","8/20/2025 6:31:00 PM"
"debug_page_source.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\debug_page_source.html",".html","Other","0.04","8/20/2025 6:31:00 PM"
"debug_page_source_after_search.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\debug_page_source_after_search.html",".html","Other","0.04","8/20/2025 6:31:00 PM"
"debug_Shreveport_page_source.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\debug_Shreveport_page_source.html",".html","Other","0.00","8/20/2025 6:31:00 PM"
"lawyers_data.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\lawyers_data.csv",".csv","Spreadsheet","0.26","8/20/2025 6:32:00 PM"
"LA_Bar_Attorneys_Baton Rouge.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\LA_Bar_Attorneys_Baton Rouge.csv",".csv","Spreadsheet","0.29","8/20/2025 6:31:00 PM"
"LA_Bar_Attorneys_Bossier City.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\LA_Bar_Attorneys_Bossier City.csv",".csv","Spreadsheet","0.01","8/20/2025 6:31:00 PM"
"LA_Bar_Attorneys_Kenner.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\LA_Bar_Attorneys_Kenner.csv",".csv","Spreadsheet","0.01","8/20/2025 6:31:00 PM"
"LA_Bar_Attorneys_Lafayette.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\LA_Bar_Attorneys_Lafayette.csv",".csv","Spreadsheet","0.10","8/20/2025 6:32:00 PM"
"LA_Bar_Attorneys_Lake Charles.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\LA_Bar_Attorneys_Lake Charles.csv",".csv","Spreadsheet","0.04","8/20/2025 6:32:00 PM"
"LA_Bar_Attorneys_Metairie.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\LA_Bar_Attorneys_Metairie.csv",".csv","Spreadsheet","0.13","8/20/2025 6:32:00 PM"
"LA_Bar_Attorneys_New Orleans.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\LA_Bar_Attorneys_New Orleans.csv",".csv","Spreadsheet","0.48","8/20/2025 6:32:00 PM"
"LA_Bar_Attorneys_New_Orleans.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\LA_Bar_Attorneys_New_Orleans.csv",".csv","Spreadsheet","0.00","8/20/2025 6:32:00 PM"
"LA_Bar_Attorneys_Shreveport.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\LA_Bar_Attorneys_Shreveport.csv",".csv","Spreadsheet","0.07","8/20/2025 6:32:00 PM"
"lsba_results.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\lsba_results.csv",".csv","Spreadsheet","0.00","8/20/2025 6:32:00 PM"
"montana_lawyers_directory.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\montana_lawyers_directory.csv",".csv","Spreadsheet","0.00","8/20/2025 6:32:00 PM"
"montana_lawyers_extracted.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\montana_lawyers_extracted.csv",".csv","Spreadsheet","0.00","8/20/2025 6:32:00 PM"
"montana_lawyers_extracted_v2.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\montana_lawyers_extracted_v2.csv",".csv","Spreadsheet","0.00","8/20/2025 6:32:00 PM"
"mt_law_dir.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\mt_law_dir.csv",".csv","Spreadsheet","0.00","8/20/2025 6:32:00 PM"
"NewMexico_Attorneys.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\NewMexico_Attorneys.csv",".csv","Spreadsheet","0.00","8/20/2025 6:32:00 PM"
"nm_bar_attorneys.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\nm_bar_attorneys.csv",".csv","Spreadsheet","0.00","8/20/2025 6:32:00 PM"
"nm_bar_lawyers.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\nm_bar_lawyers.csv",".csv","Spreadsheet","0.00","8/20/2025 6:32:00 PM"
"profile_error_page_source.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\profile_error_page_source.html",".html","Other","0.10","8/20/2025 6:32:00 PM"
"structured_lawyers_data.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\structured_lawyers_data.csv",".csv","Spreadsheet","0.33","8/20/2025 6:32:00 PM"
"structured_lawyers_data_new.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\structured_lawyers_data_new.csv",".csv","Spreadsheet","0.35","8/20/2025 6:32:00 PM"
"data_storage.db","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\data_storage.db",".db","Other","0.01","8/20/2025 6:31:00 PM"
"debug_failed_page.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\debug_failed_page.html",".html","Other","0.04","8/20/2025 6:31:00 PM"
"extracted_data.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\extracted_data.csv",".csv","Spreadsheet","0.00","8/20/2025 6:31:00 PM"
"failed_results_page.html","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\failed_results_page.html",".html","Other","0.03","8/20/2025 6:31:00 PM"
"config","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\config","","Other","0.00","8/20/2025 6:31:00 PM"
"description","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\description","","Other","0.00","8/20/2025 6:31:00 PM"
"HEAD","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\HEAD","","Other","0.00","8/20/2025 6:31:00 PM"
"applypatch-msg.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\applypatch-msg.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"commit-msg.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\commit-msg.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"fsmonitor-watchman.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\fsmonitor-watchman.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"post-update.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\post-update.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"pre-applypatch.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\pre-applypatch.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"pre-commit.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\pre-commit.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"pre-merge-commit.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\pre-merge-commit.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"pre-push.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\pre-push.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"pre-rebase.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\pre-rebase.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"pre-receive.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\pre-receive.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"prepare-commit-msg.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\prepare-commit-msg.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"push-to-checkout.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\push-to-checkout.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"sendemail-validate.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\sendemail-validate.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"update.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\hooks\update.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"exclude","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\.git\info\exclude","","Other","0.00","8/20/2025 6:31:00 PM"
"data_storage.db","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\data\data_storage.db",".db","Other","0.01","8/20/2025 6:31:00 PM"
"COMMIT_EDITMSG","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\COMMIT_EDITMSG","","Other","0.00","8/20/2025 6:31:00 PM"
"config","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\config","","Other","0.00","8/20/2025 6:31:00 PM"
"description","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\description","","Other","0.00","8/20/2025 6:31:00 PM"
"HEAD","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\HEAD","","Other","0.00","8/20/2025 6:31:00 PM"
"index","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\index","","Other","0.00","8/20/2025 6:31:00 PM"
"applypatch-msg.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\applypatch-msg.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"commit-msg.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\commit-msg.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"fsmonitor-watchman.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\fsmonitor-watchman.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"post-update.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\post-update.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"pre-applypatch.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\pre-applypatch.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"pre-commit.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\pre-commit.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"pre-merge-commit.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\pre-merge-commit.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"pre-push.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\pre-push.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"pre-rebase.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\pre-rebase.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"pre-receive.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\pre-receive.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"prepare-commit-msg.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\prepare-commit-msg.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"push-to-checkout.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\push-to-checkout.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"sendemail-validate.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\sendemail-validate.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"update.sample","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\hooks\update.sample",".sample","Other","0.00","8/20/2025 6:31:00 PM"
"exclude","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\info\exclude","","Other","0.00","8/20/2025 6:31:00 PM"
"HEAD","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\logs\HEAD","","Other","0.00","8/20/2025 6:31:00 PM"
"master","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\logs\refs\heads\master","","Other","0.00","8/20/2025 6:31:00 PM"
"8ece91af00c15957aa147552cd77fe5fcef017","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\objects\94\8ece91af00c15957aa147552cd77fe5fcef017","","Other","0.00","8/20/2025 6:31:00 PM"
"e7e9de2b001ead383410e5ba0d0dafda2fb0dd","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\objects\9b\e7e9de2b001ead383410e5ba0d0dafda2fb0dd","","Other","0.00","8/20/2025 6:31:00 PM"
"bbf311d8c2c2176e9fc82448bfdb2a44e51380","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\objects\f9\bbf311d8c2c2176e9fc82448bfdb2a44e51380","","Other","0.00","8/20/2025 6:31:00 PM"
"master","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\YAML Files\.git\refs\heads\master","","Other","0.00","8/20/2025 6:31:00 PM"
"data_extractor.cpython-312.pyc","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\__pycache__\data_extractor.cpython-312.pyc",".pyc","Other","0.01","8/20/2025 6:31:00 PM"
"data_formatter.cpython-312.pyc","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\__pycache__\data_formatter.cpython-312.pyc",".pyc","Other","0.00","8/20/2025 6:31:00 PM"
"data_storage.cpython-312.pyc","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\__pycache__\data_storage.cpython-312.pyc",".pyc","Other","0.00","8/20/2025 6:31:00 PM"
"dynamic_content_detector.cpython-312.pyc","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\__pycache__\dynamic_content_detector.cpython-312.pyc",".pyc","Other","0.01","8/20/2025 6:31:00 PM"
"error_logger.cpython-312.pyc","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\__pycache__\error_logger.cpython-312.pyc",".pyc","Other","0.00","8/20/2025 6:31:00 PM"
"pagination_manager.cpython-312.pyc","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\__pycache__\pagination_manager.cpython-312.pyc",".pyc","Other","0.01","8/20/2025 6:31:00 PM"
"postback_handler.cpython-312.pyc","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\__pycache__\postback_handler.cpython-312.pyc",".pyc","Other","0.00","8/20/2025 6:31:00 PM"
"retry_logic.cpython-312.pyc","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\__pycache__\retry_logic.cpython-312.pyc",".pyc","Other","0.00","8/20/2025 6:31:00 PM"
"utils.cpython-312.pyc","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\__pycache__\utils.cpython-312.pyc",".pyc","Other","0.01","8/20/2025 6:31:00 PM"
"webdriver_manager.cpython-312.pyc","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\__pycache__\webdriver_manager.cpython-312.pyc",".pyc","Other","0.00","8/20/2025 6:31:00 PM"
"xpath_utils.cpython-312.pyc","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\Bar Assoc Project\universal_diagnostics\__pycache__\xpath_utils.cpython-312.pyc",".pyc","Other","0.00","8/20/2025 6:31:00 PM"
"DAB14100","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\My things\DAB14100","","Other","0.01","8/20/2025 6:32:00 PM"
"FL Bar 2023(with removes).csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\My things\FL Bar 2023(with removes).csv",".csv","Spreadsheet","2.71","8/20/2025 6:32:00 PM"
"FULL MICH SEO BLAST.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\My things\FULL MICH SEO BLAST.csv",".csv","Spreadsheet","1.18","8/20/2025 6:32:00 PM"
"IL (for 2022).csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\My things\IL (for 2022).csv",".csv","Spreadsheet","0.58","8/20/2025 6:32:00 PM"
"IL For sendgrid.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\My things\IL For sendgrid.csv",".csv","Spreadsheet","0.31","8/20/2025 6:32:00 PM"
"Michigan verified email.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\My things\Michigan verified email.csv",".csv","Spreadsheet","0.01","8/20/2025 6:32:00 PM"
"OH.csv","C:\Temp\ExtractedZips\OneDrive_2_8-20-2025\My things\OH.csv",".csv","Spreadsheet","3.53","8/20/2025 6:32:00 PM"
